name,sub_head,view_count,tel,tag,info,address,Latitude,Longitude
오클라우드호텔[한국관광 품질인증/Korea Quality],구름 위에 있는 듯한 그 느낌,1300,02-3480-8640,"서울숙소, 서울여행, 서울호텔, 숙박, 시티뷰, 조식가능, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_호텔, 호텔","오클라우드호텔은 4성급 비즈니스호텔로, 서울 강남 한복판에 위치해 출장객이 머물기에 좋다. 객실은 스탠다드, 디럭스, 패밀리, 스위트 등 다양한 타입으로 구비되어 있고, 모던하고 청결해서 만족도가 높다. 객실마다 전자레인지, 와인잔, 다리미 등이 준비되어 있다. 지하 1층 레스토랑은 식사를 합리적인 가격에 제공한다. 2층에는 피트니스센터와 세탁실이 있고 옥상정원에서는 서울 도심의 야경을 즐길 수 있다. 비즈니스룸도 다양하게 구비되어 있다.",서울특별시 서초구 사평대로58길 12 오클라우드 호텔,37.5030575,127.0237944
힐하우스 호텔 [한국관광 품질인증/Korea Quality],서울 도심 여행자에게 딱 맞는 비즈니스호텔,1300,02-777-8135,"서울숙소, 서울여행, 서울호텔, 숙박, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_호텔, 호텔","힐하우스 호텔은 서울 남산공원 아래에 위치한 비즈니스 호텔로, 깔끔하고 청결한 객실 컨디션으로 호평을 받고 있다. 모든 객실에서 무료 인터넷이 가능하고, 1층에 공용 전자레인지가 있다. 고객 편의를 위해 무료 짐 보관 서비스를 제공한다. 지하철 회현역, 서울역, 명동역이 주변에 있어 교통이 편리하고, 남산 서울타워, 남대문 시장 등 서울 도심 여행을 즐기기에 좋다.",서울특별시 중구 소공로3길 42 언덕의집,37.556805,126.9819591
레스케이프 호텔 (L’Escape Hotel),일상에서 무뎌진 감정과 설렘을 다시 깨우는 레스케이프호텔,1200,02-317-4000,"반려견동반여행지, 서울숙소, 숙박, 애견동반숙소, 중구, 호캉스즐기기","조선호텔앤리조트에서 선보이는 부티크 호텔, 레스케이프 호텔은 명동과 남대문 시장, 그리고 남산 등 서울의 상징적인 장소와 인접하며 도심 속에서 유럽의 감성을 느낄 수 있는 감각적인 호텔이다. 2020년부터 포브스 트래블 가이드에 추천 호텔로 3년 연속 선정된 것은 물론, 미쉐린 가이드 1스타에 선정된 컨템포러리 레스토랑 라망 시크레, 모던 차이니즈 레스토랑 팔레드 신까지 문화와 트렌드, 미식을 아우르는 라이프스타일 콘텐츠 플랫폼이기도 하다. 세계적인 인테리어 디자이너 Jacques Garcia의 손길이 닿은 아름다운 204개의 객실, 한 도시를 대표하는 레스토랑과 바의 철학을 담은 다이닝 공간을 갖추고 있다. 또한 프라이빗하게 즐기는 피트니스와 스파, 소규모 연회장이 있고, 2분 거리에 위치한 신세계 백화점과 면세점에서 쇼핑을 즐길 수 있다.",서울특별시 중구 퇴계로 67,37.5599039,126.9794911
프레이저 플레이스 센트럴 서울,KTX 서울역권에 위치한 숙소,1200,02-2220-8000,"반려견동반여행지, 서울숙소, 숙박, 애견동반숙소","대한민국 비즈니스와 문화의 중심지 KTX 서울역권에 있는 프레이저 플레이스 센트럴 서울은 스튜디오부터 펜트하우스까지 총 272개의 객실을 보유하고 있다. 비즈니스 고객과 젊은 레저여행객은 물론 가족 고객들을 위하여 실내 수영장과 어린이 풀장, 어린이 놀이방을 갖춘 프레이저 플레이스 센트럴 서울이다.",서울특별시 중구 통일로 78,37.5626123,126.9698765
누하당[한국관광 품질인증/Korea Quality],편백 베개와 도톰한 솜이불을 덮고 자는 하루,1200,"02-3391-0010, 010-4347-5768","서울숙소, 서울여행, 서울한옥, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","누하당은 100년이 넘은 고즈넉한 전통한옥으로, 조선시대부터 많은 선비와 예인이 살았던 서울 종로구 서촌에 위치한다. 모든 객실은 친환경 한지 벽지로 도배되었고, 도톰한 솜이불과 편백나무 베개가 여행자의 피로를 풀어준다. 아담한 정원이 있는 마당에서는 장구, 윷놀이, 한복체험 등 전통문화 체험이 가능하다. 서촌 거리를 걸으며 윤동주 하숙집, 박노수 미술관, 이상의 집 등 옛 정취를 느낄 수도 있다.",서울특별시 종로구 필운대로 49-7,37.5803458,126.9681457
더리버사이드 호텔,창 밖으로 펼쳐지는 야경의 운치와 아름다운 강남의 경관,1200,02-6710-1100,"강남호텔, 더리버사이드호텔, 서울숙소, 서울호텔, 서초구, 숙박, 호캉스, 호텔","서울 교통의 요지, 강남 비즈니스 권역의 중심지인 잠원동에 위치한 리버사이드호텔은 한강이 훤히 내려다보이는 조망을 갖췄으며 신사역에서 단 5분 거리에 위치해 지리적으로도 이점이 높은 호텔이다. 리버사이드호텔은 층별로 외식, 레저, 문화, 웨딩 등 다양한 서비스를 한강의 정취와 함께 동시에 즐길 수 있는 복합 문화 공간으로서 자리 잡고 있다. 한강이 내려다보이는 매력적인 야경을 가진 109개의 객실, 컨퍼런스를 위한 연회홀, 최고의 요리팀으로 구성된 복합 일식당, 맞춤형 피트니스 시스템과 럭셔리 스파센터, 인도어 골프연습장 등의 시설뿐 아니라 외국인 고객을 위한 24시간 전문 통역 및 영어권, 일어권 고객을 위한 사려 깊은 안내 등의 세심한 서비스를 통해 고객에게 편안한 휴식과 활기를 더해 주고 있다.
짜임새 있는 공간구성과 부족함 없이 준비된 객실 비품, 포근함과 안락함을 주는 인테리어로 완성된 더블룸은 고객에게 내 집과 같은 편안함을 주기 위한 리버사이드호텔의 마음이 담신 공간이다. 넉넉하고 여유로운 객실 공간, 세련된 실내 장식이 돋보이는 트윈룸은 한강의 여유와 정취를 객실로 담아와 여행, 비즈니스로 피로해진 고객에게 편안한 휴식을 선사한다.",서울특별시 서초구 강남대로107길 6,37.518644,127.0181008
인터컨티넨탈 서울코엑스,,1200,02-3452-2500,"강남구, 서울숙소, 숙박, 인터컨티넨탈서울코엑스","인터컨티넨탈 서울 코엑스는 대한민국의 트렌드가 시작되는 강남의 중심에서 쇼핑과 여가, 비즈니스를 한 번에 누릴 수 있는 모던하고 스타일리시한 비즈니스호텔이다. 한국 전통의 아름다움을 간직한 봉은사와 마주하고 있으며 코엑스몰, 카지노, 면세점과 바로 연결되어 쇼핑과 문화, 여가를 원스톱으로 즐길 수 있다.
아름다운 한강과 도심의 풍경을 한눈에 담을 수 있는 총 654개의 객실은 비즈니스와 여행에 최적화된 시설을 갖추고 있으며 새로운 개념의 LED조명으로 다양한 콘셉트와 세련된 분위기를 연출할 수 있는 하모니볼륨을 비롯한 총 11개의 연회장에서는 성공적인 모임을 준비할 수 있다.
또한 서울의 스카이 라인을 한눈에 담으며 식사를 즐길 수 있는 스카이라운지를 비롯해 한식, 중식, 일식, 인도식, 아랍식을 한 테이블에서 만나는 아시아 라이브 등 총 5개의 레스토랑&바에서 국내산 청정 로컬푸드를 이용한 다양한 미식을 즐길 수 있다.",서울특별시 강남구 봉은사로 524,37.5125207,127.0588194
코트야드 메리어트 서울 남대문,숭례문의 정취가 느껴지는 남대문 호텔,1200,02-2211-8000,"가족과함께, 남대문호텔, 서울숙소, 서울호텔, 수도권, 숙박, 친구와함께, 코트야드메리어트서울, 코트야드메리어트서울남대문, 호캉스","코트야드 메리어트 서울 남대문은 서울특별시 중심부에 들어선 첫 번째 코트야드 브랜드 호텔이다. 국보 1호 숭례문을 마주하고 있으며 남대문 시장, 명동과 인접성을 자랑한다. 지하철 2호선 을지로입구역 6번 출구에서 걸어서 약 5분이면 도착하는 편리한 위치를 자랑한다. 걸어서 5분 이내 거리에 롯데백화점 본점이 있다. 또한 청계천이 걸어서 약 10분, 명동거리까지는 도보로 약 5분, 다양한 공예품을 한자리에서 만나볼 수 있는 쌈지길까지 걸어서 약 20분이면 도착한다.
이호텔에서는 여행객들을 위해 공용 지역 무료 무선 인터넷, 발렛파킹, 카페 등을 포함한 다양한 시설과 서비스르 제공하고 있다. 그 밖에도 고급스러운 바, 룸서비스, 드라이클리닝, 무료 주차등으로 서울 고급 호텔만의 고품격 서비스를 항상 제공하고 있다.",서울특별시 중구 남대문로 9,37.5611902,126.9769246
반얀트리 클럽 앤 스파 서울,진정한 휴식이 있는 영혼의 안식처,1200,02-2250-8000,"반얀트리클럽앤스파서울, 서울숙소, 수도권, 숙박, 호텔","반얀트리 클럽 앤 스파 서울 (Banyan Tree Club & Spa Seoul)은 싱가포르의 세계적인 리조트 브랜드인 반얀트리 호텔 앤 리조트 그룹 (Banyan Tree Hotel & Resort Group)의 첫 번째 도심형 리조트이다. 멤버십 클럽 겸 호텔로 탁 트인 자연 속에서 휴식을 즐길 수 있는 도심형 리조트이자 럭셔리 비즈니스호텔이다. 7만 평방미터의 부지에 펼쳐진 반얀트리 클럽 앤 스파 서울은 서울의 중심인 남산에 위치하고 있으며 클럽, 호텔, 페스타 3개 건물과 다양한 야외 스포츠 공간으로 구성되어 있다. 이국적 풍경을 자랑하는 23개의 카바나를 갖춘 더 오아시스(야외 수영장), 사우나, 피트니스센터, 골프연습장, 테니스 코트, 풋살장, 스파, 키즈클럽 등 럭셔리하면서도 실용적인 시설로 바쁜 일상에서 벗어나 온전한 휴식과 프라이빗한 시간을 누릴 수 있다.
호텔 동에는 릴렉세이션풀(Relaxation Pool, 객실 내 미니 풀)을 갖춘 34개의 스위트급 객실을 보유하고 있으며 클럽 동에는 독특한 인테리어가 돋보이는 16개 클럽 객실을 갖추고 있다. 특히 호텔 최상 층에 위치한 두 객실뿐인 룸 ‘프레지덴셜 스위트(Presidential Suite)’는 서울 4계절의 아름다움을 가득 담은 남산과 서울의 야경이 3면 통유리를 통행 시원하게 펼쳐진다.",서울특별시 중구 장충단로 60,37.550263,127.0005365
서울한옥스테이(jnpstay)[한국관광 품질인증/Korea Quality],서울 도심 한가운데서의 전통놀이 체험,1200,0507-1309-6800,"독채한옥, 서울숙소, 서울여행, 서울한옥, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","서울한옥스테이는 jnpstay는 서울 경복궁역에서 도보 3분거리에 있는 독채 한옥 스테이로 프리이빗한 공간을 제공한다. 마당에서는 제기차기, 윳놀이, 투호놀이 등 전통 놀이를 즐길 수 있고, 테이블을 펴고 즐기는 바비큐는 한옥에서의 특별함을 더해 준다. 마당에서 하늘을 올려다 보고 살랑살랑 불어오는 바람을 느끼며 처마에서 떨어지는 빗방울을 바라보는 비멍이 바로 이곳에서 가능하다.",서울특별시 종로구 자하문로1나길 7-28,37.5769004,126.9708882
코리아나 호텔,,1100,02-2171-7000,"서울호텔, 숙박, 숙박시설, 숙박업소, 코리아나, 호텔, 휴식공간, 휴식여행, 휴식하기좋은곳, 힐링&여행","서울의 비즈니스와 관광의 중심인 광화문에 위치한 코리아나 호텔은 1972년 개관한 한국호텔의 역사를 주도해온 전통 있는 호텔로서 서울을 방문하는 비즈니스 출장객과 관광객에게 편리함을 제공한다.전통적인 한국의 미와 현대적인 느낌을 동시에 느낄 수 있는 코리아나 호텔에서는 역사의 정취를 느낄 수 있는 경복궁, 덕수궁 등의 고궁과 현대적인 느낌으로 재구성된 청계천, 광화문 광장을 배경으로 펼쳐지는 서울의 사계절을 볼 수 있다. 또한 고객의 편의를 충족시키기 위해 다양한 객실을 갖추고 있어 관광객은 물론 비즈니스 출장객의 니즈에 맞는 객실을 보유하고 있으며, 특히 2008년에 새 단장을 마친 이그젝티브 객실과 라운지는 고객 여러분의 성공적인 비즈니스를 위한 편안한 휴식처로 다양한 서비스를 제공하고 있다.
코리아나 호텔은 양식당, 중식당, 일식당 등 다양한 식음료 부대시설을 갖추고 있으며, 연회장을 보유하고 있고 고객 여러분의 행사규모와 목적에 맞는 다양한 형태의 연회 및 회의에 적합한 시설로 고객 맞춤화 서비스를 추구하고 있어 고객의 ‘Needs&Wants’에 맞는 서비스를 제공하고 있다. ‘내집 같다’라는 이야기가 투숙객들의 첫마디인 코리아나 호텔은 30년 이상 전통을 지닌 특급 관광호텔로서 고객에게 ‘편안함’을 모토로 삼고 있는 호텔업계의 선두주자라 하겠다. 지난 1988년 서울 올림픽 때는 올림픽 메인 프레스 센터 식당을 운영했으며 곧이어 개최된 장애자 올림픽에서는 선수촌 식당을 맡아 성공적으로 운영함으로써 당국 및 관계자는 물론 각국 선수, 임원들로부터 질 높은 음식과 종업원들의 친절한 서비스로 격찬을 받은 바 있다.",서울특별시 중구 세종대로 135,37.5683015,126.976646
JW 메리어트 호텔 서울(JW Marriott Hotel Seoul),오감을 감동시키는 특별한 럭셔리의 여정을 선사하는 JW 메리어트 호텔 서울,1100,02-6282-6262,"서울숙소, 숙박","JW 메리어트 호텔 서울이 대대적인 리노베이션을 통해 가장 세련되고 품격있는 럭셔리 호텔로 재탄생했다. 세계적인 인테리어 디자이너들이 대거 참여하여 한국의 미를 담아 창조한 웅장하고 세련된 공간, 저명한 식음 컨설턴트들과 국내외 최고 쉐프들이 선보이는 독창적이고 품격 높은 미식 경험, 옛부터 뿌리깊게 내재된 한국인의 공경심과 배려심에서 우러나오는 섬세하고 진정성 있는 서비스, 고객의 취향에 맞춘 다양한 엔터테인먼트와 심신의 건강을 케어해주는 웰니스 프로그램 등으로 고객이 열망하는 그 이상의 재미와 감동, 잊지 못할 추억을 만들어 주는 진정한 럭셔리의 정수를 선보인다.",서울특별시 서초구 신반포로 176,37.5043637,127.0036211
교대게스트하우스[한국관광 품질인증/Korea Quality],아늑한 분위기의 게스트하우스,1100,"02-3486-7373, 010-7390-5901","게스트하우스, 서울게스트하우스, 서울숙소, 서울여행, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_게스트하우스","교대게스트하우스는 서울 교대역 인근의 서초삼성래미안 아파트 내에 있다. 주로 인근 학원에서 공부하기 위해 한국을 방문하는 외국인 학생이 장기간 머물곤 한다. 일반 가정집 내의 일부 공간으로, 두 개의 객실이 각각 분리되어 있고, 각 방에는 컴퓨터와 책상이 있다. 주방과 욕실, 거실과 TV, 소파는 함께 사용하고, 세탁은 무료로 제공된다.",서울특별시 서초구 사임당로17길 116 서초삼성래미안아파트,37.4932689,127.0196731
스테이 데이 오프 [한국관광 품질인증/Korea Quality],마당과 한옥을 바라보며 노천욕을 즐길 수 있는 곳,1100,0504-0904-2406,"독채한옥, 서울숙소, 서울여행, 서울한옥, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","스테이데이오프는 서울 경복궁 서쪽마을 서촌 먹자골목 뒤편에 위치한 한옥스테이다. 지하철 3호선 경복궁역에서 도보 5분 거리에 있어 대중교통의 접근성이 뛰어나다. 객실은 본채와 별채로 나뉘는데, 본채는 퀸사이즈 침대가 놓인 침실 2개, 거실 겸 주방, 화장실 2개로 구성되어 있다. 별채의 특별함은 시원한 통창 안으로 반신욕을 할 수 있는 욕조와 사우나가 있다는 것이다. 주중에 이틀 넘게 묵으면 숙박비를 10% 할인해준다.",서울특별시 종로구 자하문로1다길 6,37.5772819,126.9711474
대우모텔[한국관광 품질인증/Korea Quality],1인 여행자를 배려한 싱글룸이 여기에!,1100,02-755-8067,"서울숙소, 서울여행, 서울호텔, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_호텔, 호텔","대우모텔은 서울 중구 북창동에 자리한다. 도보 10분 이내 거리에 서울광장, 덕수궁, 명동 쇼핑가, 다양한 식당이 있어 여행에 편리하다. 2013년 리모델링을 통해 새롭게 단장해 깔끔하고 고객 편의를 위해 객실 내 다양한 편의시설을 갖췄다. 무료 조식과 수하물 보관, 세탁, 팩스/복사 서비스를 제공한다.",서울특별시 중구 세종대로14길 22-2,37.5627386,126.9778894
한옥 게스트하우스 동촌재 [한국관광 품질인증/Korea Quality],경복궁의 서쪽 마을에 위치한 마당이 있는 한옥,1100,"010-8561-5227, 010-9127-5227","게스트하우스, 서울게스트하우스, 서울숙소, 서울여행, 서울한옥, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_게스트하우스, 한옥","동촌재는 서울 종로 서촌에 자리한 한옥 게스트하우스로, 안채를 숙박공간으로 사용한다. 안채는 객실 4개와 대청마루, 주방, 화장실로 구성되어 있다. 화장실은 뒷마당에도 있다. 취사는 불가하지만 즉석식품 정도는 먹을 수 있고, 외부 음식 반입도 가능하다. 무료 조식을 제공하고, 마당이나 대청에서 영화감상이 가능하며, 냉장고와 세탁기를 이용할 수 있다. 야간 한양도성 탐방, 다도, 떡만들기 등 체험 프로그램을 운영한다.",서울특별시 종로구 자하문로11길 21-10,37.5800576,126.9697694
더 플라자 (THE PLAZA),마음을 편하게 해주는 숙소,1100,02-771-2200,"서울숙소, 서울호텔, 수도권, 숙박, 숙박시설, 숙박업소, 플라자호텔, 휴식공간, 휴식여행, 휴식하기좋은곳","더 플라자 호텔은 국내 최고의 Boutique Hotel이다. 호텔 곳곳에 베어있는 감성적인 디자인 미학(美學)과 고객 동선 하나하나에 스며 있는 섬세한 서비스, 국제 비즈니스 도시 서울의 편리(便利)를 모두 갖춘, 스타일과 편리를 추구하는 현대 비즈니스맨을 위한 ‘완벽한 호텔’을 지향하고 있다. 플라자호텔은 각 기업들의 본사 이외 은행본점들이 밀집한 시내교통 한 중심에 위치하여, 남대문과 각 쇼핑센터 등의 연계로 비즈니스 손님들 뿐만 아니라 관광객에게도 편리함을 제공하고 있다. 또한 시청을 정면으로 두고 위치해 멀리 청와대까지 바라볼 수 있는 장관을 연출하고 있다.",서울특별시 중구 소공로 119,37.5646699,126.9779134
웨스틴 조선 서울,서울 최고의 비즈니스 호텔,1100,02-771-0500,"가족과함께, 서울숙소, 서울호텔, 숙박, 연인과함께, 웨스틴조선호텔, 친구와함께, 호캉스","비즈니스와 쇼핑의 최적지인 서울의 심장부에 위치한 특 1급 호텔로, 각국의 대사관, 은행, 정부부처, 고궁과 백화점과 명동에 인접한 곳에 자리하고 있다.
1914년 개관한 현존하는 한국 최고(最古)의 호텔로서 100여 년의 전통이 만들어낸 품격 높은 서비스와 현대적 시설, 도심이라는 위치적 편의성 등으로 세계적인 여행, 금융 잡지에서 서울 최고의 비즈니스 호텔로 인정받고 있다.
SIMMONS사에서 제작한 세계특허 포켓스프링으로 만든 매트리스와 웨스틴의 거위털 듀뱃의 만남으로 ‘천상의 편안함을 제공하는 꿈의 매트리스를 사용하고 있다. 인체 곡선을 따라 따로따로 움직이는 포켓스프링이 인체를 완벽하게 받쳐주며, 특별 제작된 필로우 톱 매트리스가 깔려 침구가 몸을 감싸는 듯한 포근함을 선사한다.
전통의 스시 명가 스시조, 건강한 광동식 중식을 선보이는 홍연, 오페라의 영혼을 느낄 수 있는 라이브 뷔페 아리아, 모던 이탈리안 오스테리아 루브리카, 나인스 트 와인 & 다인, 총 5개의 레스토랑과 조선델리 스위트 기프트 & 파티세리와 오픈형 라운지 & 바에서 국내 최고의 미식을 즐길 수 있다.
웨스틴 조선 서울의 연회 시설로는 대연회장인 그랜드 볼룸과 중, 소연회장이 있습니다. 그랜드 볼룸은 최대 450명까지 수용이 가능하며, 최상급 스피커, 8개의 스크린, 182대의 라이트와 콘솔로 다양한 행사를 연출할 수 있다. 환구단의 아름다움을 만끽할 수 있는 중, 소연회장은 최대 200명의 연회가 가능하며, 다양한 성격의 연회 진행이 가능하다.",서울특별시 중구 소공로 106,37.5644378,126.9800994
소소하우스[한국관광 품질인증/Korea Quality],서촌 골목 감성과 한옥의 편안함을 누릴 수 있는 곳,1100,010-5286-0704 / LINE : soso-house,"독채한옥, 서울숙소, 서울여행, 서울한옥, 조식가능, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","소소하우스는 서울 종로구 서촌에 위치한 독채 한옥스테이다. 대문에 들어서면 돌을 깔아놓은 자그마한 마당과 알프스 사과나무가 반갑게 맞이하고, 마당 한쪽에는 걸상이 있어 차 한잔의 여유를 즐기기에 좋다. 대청마루를 중심으로 양편에 안방과 주방이 있는데, 안방에는 다락이 딸려 있다. 취사가 가능하고 조식으로 빵과 샐러드, 커피가 제공되며, 과일청과 차 등도 서비스로 제공된다. 도보로 경복궁, 서울역사박물관, 박노수미술관 등으로 이동할 수 있다.",서울특별시 종로구 필운대로5가길 16-5,37.5802778,126.9681561
모텔 B,여행 속 쉬어가는 공간,1100,02-734-7725,"서울숙소, 숙박","서울 서대문역 5번출구에 있는 모텔비는 서울의 중심 중구에 위치하고 있다. 강북삼성병원과 서울적십자병원이 길건너에 있어 병원을 이용하려는 고객들에게도 인기가 좋으며 시청을 비롯한 관공서들이 많아 비즈니스로 서울을 찾는 분들에게도 편안한 쉼터가 된다.
모텔 옆 정동길을 따라 덕수궁 돌담길의 산책은 아름다운 추억을 만들기에 충분하고 주변관광지로는 경희궁, 서울역사박물관, 정동길, 덕수궁등이 있으며 서울 중심권에 즐비한 대형백화점과 대형쇼핑몰에서의 즐거운 쇼핑을 즐길 수 있다.",서울특별시 중구 새문안로 28-1,37.5676904,126.9689262
서울올림픽파크텔,청소년과 체육인에게 특화된 호텔,1100,02-410-2114,"국민체육진흥공단, 서울숙소, 서울올림픽파크텔, 송파구, 숙박, 올림픽파크텔","서울올림픽파크텔은 1988년 제24회 서울올림픽대회의 성공적인 개최를 기념하고, 대회 유산을 효율적으로 활용하기 위해 국민체육진흥공단정관에 따라 1990년에 설립되었다. 서울 송파구 잠실 소재의 올림픽공원 내에 위치하고 있어 객실에서 울창한 숲과 호수를 조망할 수 있으며, 이용객의 편의를 위한 다양한 부대시설도 갖추고 있다. 특히 청소년과 체육인에게 특화된 호텔로 보다 편리하고 저렴하게 이용할 수 있다.
서울올림픽파크텔은 세계 5대 조각 공원 중 하나이며, 43만 평 규모의 아름다운 경관을 가지고 있는 올림픽공원과 더불어 성공적인 비즈니스를 위한 맞춤 공간으로 고객에게 사랑받고 있다. 대규모 국제 대회, 세미나, 다양한 규모의 연회에 이르기까지 어떠한 행사도 성공적으로 이끌 수 있는 최적의 장소이다.
도심 속 푸른 섬 올림픽공원은 스포츠 콤플렉스(2023년 완공), KSPO DOME 등 KPOP 콘서트·대규모 공연장과 특화된 5곳과 88 잔디마당, 지구촌공원, 피크닉장, 음악 분수가 있는 수변 무대 등 4곳의 다양하고 넓은 이벤트광장이 있어 연회 행사 개최의 최적의 공간을 보유하고 있다.",서울특별시 송파구 올림픽로 448,37.5210311,127.1161652
The-K호텔서울 (더케이호텔서울),"현대 도시인들이 문화와 예술, 자연이 함께 어우러진 공간 속에서 프레시 업(Fresh Up) 할 수 있는 새로운 휴식 문화 공간",1000,02-571-8100,"서울숙소, 숙박","서초구 양재동에 위치한「The-K호텔서울」은 현대 도시인들이 문화와 예술, 자연이 함께 어우러진 공간 속에서 프레시 업(Fresh Up) 할 수 있는 새로운 휴식 문화 공간, ‘The Real Urban Resort’를 표방하는 프리미엄 호텔이다.
3만 2천여 평(105,000㎡)의 넓은 면적을 자랑하며, 250실의 다양한 객실과 아트홀, 대연회장, 컨벤션 센터, 애비뉴(별관)으로 구성되어 있으며 29개의 대·중·소규모 연회장을 보유하고 있어 여러 회의가 동시에 진행되는 국제행사를 비롯하여 의학 학술 세미나 등 다양한 행사 진행의 명소로 각광받고 있다. 신분당선 양재시민의 숲(매헌) 역에서 5분 거리에 있어 대중교통이 용이하며, 3호선 양재역에서는 호텔 셔틀버스를 이용하시면 편리하게 호텔로 이동할 수 있다. 또한 경부고속도로 양재 IC와 3분 거리에 근접해 있으며 인천공항에서 호텔 로비까지 한 번에 이동할 수 있는 공항리무진버스를 이용할 수 있어 각종 행사 시 편리한 교통으로 접근이 뛰어나다는 이점을 가지고 있다. 뿐만 아니라 1,200여 대를 동시에 수용할 수 있는 지상과 지하 주차시설을 모두 완비하고 있어 여유롭고 편리하게 행사를 진행할 수 있다.",서울특별시 서초구 바우뫼로12길 70,37.4667729,127.0328158
롯데호텔서울,"명동, 을지로, 청계천 등 서울의 중심 관광지들로의 접근성이 뛰어나
서울 관광을 위한 최적의 위치를 자랑하는 롯데호텔 서울",1000,02-771-1000,"서울숙소, 숙박, 중구, 호캉스즐기기","서울의 중심에 위치한 롯데호텔서울은 1,015실 규모를 갖춘 한국 최고의 럭셔리 호텔이다. 네 개의 세계적인 인테리어 회사들이 참가하여 설계한 독창적인 본관 객실은 최신 트렌드를 반영하며 성공적인 비즈니스를 위한 최적의 공간이다. 2018년 9월 리뉴얼된 이그제큐티브타워는 한층 더 정교한 서비스와 세계적인 인테리어 회사 “GA”가 설계한 품격 있는 공간으로 재탄생하여 럭셔리 호텔의 새로운 지평을 열어갈 것이다.
또한, 롯데호텔서울은 각종 공공기관과 가까운 위치에 있으며 백화점과 면세점이 같이 위치하여 편리성을 자랑한다. 품격 있는 가족 모임과 럭셔리 웨딩을 위한 최상의 장소를 제공하고 있으며, 최고급 레스토랑을 갖추고 있어 국빈 등 VIP 고객을 모시기에 최적의 공간을 제공한다.",서울특별시 중구 을지로 30 롯데호텔,37.5653778,126.9813558
루민북촌[한국관광 품질인증/Korea Quality],한옥 체험을 원하는 외국인 여행자는 이곳으로!,1000,070-8098-4497,"독채한옥, 서울숙소, 서울여행, 서울한옥, 취사가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_한옥, 한옥","루미북촌은 서울 가회동 북촌한옥마을 인근 주택가에 있는 독채 한옥 숙소로, 7평이라 크지 않지만 2인이 머물기에 충분하다. 발뮤다 토스터기와 인덕션 등을 갖춘 주방과 샤워가 가능한 화장실, 빔프로젝터를 갖춘 침실까지 어느 것 하나 불편함이 없도록 준비돼 있다. 아로마 브랜드의 어메니티와 숙소 근처 유명 카페의 드립백 커피 등도 비치되어 있고 세탁기 이용도 가능하다. 인근에 고궁, 인사동, 한옥마을 등 주요 관광지가 있다.",서울특별시 종로구 북촌로11길 13-12,37.5815085,126.9841276
보안스테이(BOANSTAY),,987,boanstay@gmail.com,숙박,"2007년부터 예술공간으로 운영되어온 ‘통의동 보안여관’은 본래 1942년부터 2005년까지 약 60년간 수 많은 나그네들이 머물다간 쉼의 공간이었다. 잠시 멈춰졌던 장소의 고유한 기능을 되살리며 한국 근대문학의 주요 거점 중 하나였던 보안여관의 문화적 유산을 이어 2017년, 문화를 생산하고 향유하는 크리에이터들을 위해 ‘보안스테이’는 새롭게 문을 열었다. 카페(33마켓), 서점(보안책방), 전시 공간(보안1942)이 포함된 복합문화예술공간 보안1942의 3,4층에 위치한 보안스테이Boanstay는 컬쳐 노마드들을 위한 가장 이상적인 임시 거주의 형태를 구현하고자 만들어졌다. 서울의 교통 요지이자 문화, 역사의 중심지인 서촌에 자리한 보안스테이는 도시의 스카이라인과 대조를 이루는 북악산과 경복궁, 청와대, 서촌의 한옥 등 주변의 특색있는 풍경을 감상할 수 있는 매력적인 전망을 지니고 있으며 내부 객실은 휴식과 이완을 극대화 시킬 수 있는 간결하고 절제된 구조와 색감을 바탕으로 한국을 대표하는 현대 예술가와 디자이너의 작품과 가구로 구성되어 있다.",서울특별시 종로구 효자로 33,37.5790439,126.9736188
명동게스트하우스 꼬모 [한국관광 품질인증/Korea Quality],서울 도심 전경을 파노라마로 감상할 수 있는 곳,986,02-755-5437,"게스트하우스, 서울게스트하우스, 서울숙소, 서울여행, 조식가능, 품질인증업소_전체보기, 한국관광품질인증, 한국관광품질인증_게스트하우스","꼬모는 서울 지하철 명동역에서 도보 3분 거리에 위치한 게스트하우스로, 외국인 여행객이 특히 많이 찾는다. 객실은 1인 여행객부터 가족 여행객까지 아우를 수 있도록 다양하게 준비하였고, 객실마다 개별 화장실 겸 욕실을 갖춰 편의성을 높였다. 영어와 중국어에 능통한 스태프가 있고 짐 보관 서비스를 무료로 제공한다. 차량 10분 거리에 남산서울타워, 숭례문, 남대문시장 등 주요 관광지가 있다.",서울특별시 중구 퇴계로24길 12,37.5604179,126.987208
