name,sub_head,view_count,tel,tag,info,address,Latitude,Longitude
달 카페,분위기 있는 곳에서의 행복한 시간,834,02-735-7355,"맛집, 음식",서울 종로구 삼청동에 위치한 카페 ＂달＂은 한옥카페이다. 고즈넉한 한옥 인테리어로 왼쪽 벽면에는 진짜 달이 떠있는 것처럼 조명 처리가 되어 있어 감성적인 사진을 남기기 좋다. 대표 메뉴는 전통 항아리 빙수로 한옥과 어우러지며 빙수를 굵은 얼음으로 제공하여 옛날에 먹던 빙수와 같은 느낌을 받을 수 있다. 한옥의 정취 속에서 항아리 빙수와 함께 이색적인 분위기를 느끼고 싶다면 이곳을 추천한다.,서울특별시 종로구 삼청로 94-1,37.5838217,126.9820388
광화문한옥집,,833,02-731-2500,"대왕낙지볶음, 대왕낙지파전, 대왕소갈비김치찜, 대왕소갈비김치찜도시락, 떡갈비도시락, 맛집, 보쌈, 보쌈, 외국인도_선호하는, 음식, 족발, 족발, 종로구","광화문한옥집은 세종클럽 지하 1층에 위치하며 광화문 최고의 한식과 전통주를 즐길 수 있는 Korean Pub으로, 민속적인 느낌을 그대로 유지하고 아기자기한 전통 소품들이 어울려 있어 주변 직장인들과 외국인들에게도 인기가 있다. 총 124석, 룸 2개가 있으며 전통 부엌을 그대로 살린 룸도 인기가 많고, 인테리어가 정겨워 많은 직장인들이 점심식사와 저녁에는 막걸리를 한잔하며 즐겨 찾고 있다.
(출처: 광화문한옥집)","서울특별시 종로구 새문안로5가길 7, 지하1층",37.5727597,126.974046
정식당,"특별한 날, 특별한 한식",828,02-517-4654,"가족과함께, 맛집, 연인과함께, 음식, 정식당, 코스요리, 파인다이닝, 한식",미쉐린 가이드 2020에 선정된 집이다. 서울특별시 강남구에 있는 한식전문점이다. 대표메뉴는 안심스테이크다.,서울특별시 강남구 선릉로158길 11,37.5256734,127.0410846
대상해,사천식에 북경식을 가미한 독특한 북경 사천요리,825,02-2171-7869,"맛집, 음식, 정식요리, 중식당","코리아나호텔 3층에 위치한 대상해는 사천식에 북경식을 가미한 독특한 북경 사천요리를 즐길 수 있고, 산지에서 직수입한 샥스핀 요리가 일품인 중식당이다. 30년 이상 경력을 가진 주방장의 손맛을 그대로 느낄 수 있는 샥스핀 요리 이외에도 보양식인 불도장이 있으며 드시는 분들에게 복을 준다는 전가복요리가 대표적이다. 그리고 대상해에서만 있는 것으로 평소 등소평이 장수 음식으로 즐겨 먹었던 마파두부와 딴딴면이 있다.
고급스러운 인테리어와 태평로가 내려다보이는 훌륭한 전망과 크고 작은 룸들이 준비되어 있어 상견례나 비즈니스 미팅, 세미나 및 가족모임까지 다양한 모임의 장소로도 많이 쓰이고 있으며, 호텔에 투숙하는 고객들도 많이 찾는 곳이다. 코리나아호텔의 장애인용 화장실과 엘리베이터를 이용할 수 있어 편리하다.",서울특별시 중구 세종대로 135,37.5683015,126.976646
[백년가게]신안촌,,825,0507-1418-7744,"낙지꾸리, 백년가게, 분위기_좋은, 서울맛집, 연포탕, 음식, 홍어삼합","1986년 개업해 한옥구조로 되어 있어 옛스러운 분위기로 홍어삼합, 홍어된장국, 연포탕, 병어조림 등 다양한 전라남도 토속 음식점으로 남도에서 나고 자란 주인의 손맛을 맛볼 수 있는 곳이다. 흔치않은 메뉴인 기다란 나무 꼬치에 낙지를 말아서 은은한 불에 구워 나오는 ‘낙지꾸리’와 철마다 담그는 어리굴젓, 토하젓, 갈치젓 등도 맛볼 수 있다. 2인 이상 주문 가능한 세트정식, 3인 이상 주문 가능한 런치 스페셜 정식, 4인 이상 주문 가능한 코스요리 메뉴가 있어서 인원에 맞는 알찬 코스요리를 즐길 수 있다. 전화나 홈페이지에서 온라인 예약이 가능해 미리 예약하고 방문하는 것이 좋다.",서울특별시 종로구 사직로12길 8,37.575598,126.9708818
우리강산,참숯으로 구워 낸 생갈비로 유명한 곳,824,02-415-7131,"꽃등심_코스요리, 돼지갈비, 돼지갈비, 맛집, 사골갈비탕, 송파구, 음식, 한우구이","송파구 올림픽공원 맞은편 방이동 먹자골목 내에 위치한 우리강산은 참숯으로 구워 낸 생갈비로 유명한 곳이다. 가격은 다소 비싼 편에 속하지만 우리강산의 특별 메뉴인 특상왕생갈비를 시키면 1등급 한우의 최상급 부위인 가슴살에서 지방을 모두 제거한 고기가 나온다. 한옥을 연상시키는 건물 외관이 더욱 운치 있는 이곳은 우리나라 뿐만 아니라 일본에서 더욱 유명하다. 한우생갈비, 한우양념갈비 뿐만 아니라 돼지양념갈비와 누룽지탕 등도 있다.",서울특별시 송파구 위례성대로12길 6,37.5131826,127.122502
광양불고기본가,,821,02-567-8494,"광양본가정식, 광양불고기, 광양불고기, 광양불고기본가, 맛집, 수도권, 음식, 한우버섯불고기","한우 불고기의 참다운 맛, 3대를 이어온 전통적인 한국 불고기의 조리방식을 그대로 살리고 있다. 질 좋은 한우 등심을 참숯 화로에 구워 먹으면 광양불고기의 참다운 맛을 경험할 수 있다. 누룽지와 냉면의 맛도 일품이며, 밑반찬 또한 정갈하다.",서울특별시 강남구 도곡로99길 16,37.5018594,127.0660032
바바인디아 강남역점,서울에서 맛보는 정통 인도 요리,821,02-521-4588,"강남데이트, 난, 맛집, 서초구맛집, 음식, 인도요리, 인도음식, 커리, 탄두리_치킨","바바인디아 강남역점은 정통 인도 요리 전문점이다. 이곳은 인도 현지의 호텔과 레스토랑에서 10년 이상의 요리 경력을 쌓은 베테랑 요리사들의 요리를 맛볼 수 있다. 대표 메뉴로 탄두리 치킨과 20여 종류의 커리, 인도 빵인 난을 제공하며, 커리는 메뉴판에 매운 정도를 표시해 놓아 본인의 입맛에 맞게 선택할 수 있다.",서울특별시 서초구 강남대로 359,37.4947834,127.0285982
온마을,,821,02-738-4231,"국산서리태두부, 두부, 두부김치전골, 두부버섯전골, 맛집, 비지찌개, 서울맛집추천, 음식, 제육볶음, 종로맛집","온마을 두부전문점은 삼청동 금융연수원에서 삼청터널 방면으로 50m쯤 가다 감사원 삼거리 나오면 왼쪽 대로변에 위치한다. 내부에 들어서면 온통 나무와 황토를 이용한 인테리어에 마음을 빼앗기게 되는데, 인테리어만큼 토속적인 이 집의 메뉴는 손으로 만든 두부요리다. 이 집의 특이한 점은 메뉴를 적은 주걱을 볼 수 있는데, 그 모습에 오는 손님들마다 웃음을 자아낸다. 온마을 두부전문점이 있는 이 길은 맛있는 집으로 소문난 곳이 많은 지역이다. 하지만 주변의 쟁쟁한 음식점들과 비교하여도 전혀 밀리지 않는 맛과 전문성을 자랑한다.",서울특별시 종로구 삼청로 127,37.5866692,126.9815368
오엔(ON),서울의 아름다운 풍경과 설레임이 가득한 공간,821,02-3442-1582,"강남구, 맛집, 서울시, 스테이크, 양식, 음식, 파스타","오엔(ON)은 한남대교와 동호대교 사이 압구정동 한강변에 위치하고 있다. 서울의 상징인 남산타워가 보이는 아름다운 야경을 볼 수 있는 곳이다. 1층 다이닝 공간은 삼면이 탁 트인 투명한 유리를 활용하여 최고의 전망이 있는 로맨틱한 감성공간이다. 와인, 샴페인 등 다양한 주류와 입맛을 돋우는 다양한 먹거리를 함께 즐길 수 있다. 2층은 카페와 레스토랑으로 운영되는데 신선한 재료로 조리하는 트렌디한 요리와 디저트를 시간에 구애받지 않고 즐길 수 있다. 3층은 하우스 웨딩, 뷔페, 돌잔치 등 특별한 기념파티를 즐길 수 있는 파티홀로 운영되고 있다.",서울특별시 강남구 압구정로11길 37-30,37.5273455,127.0178679
청담골,착한 가격에 속까지 든든한 가정식 백반,820,02-543-1252,"가정식_백반, 갈치구이_백반, 누룽지_정식, 맛집, 삼치구이, 음식, 음식점, 제육볶음_백반, 조기구이_백반, 청담골, 한정식",가성비 좋은 한정식을 먹을 수 있는 집이다. 대표메뉴는 한정식이다. 서울특별시 강남구에 있는 한식전문점이다.,서울특별시 강남구 선릉로148길 48,37.5227344,127.0433975
함흥곰보냉면,고구마 전분으로 만든 쫄깃한 면발,819,02-2267-6922,"떡만둣국, 뚝배기불고기, 맛집, 물냉면, 비빔냉면, 음식, 종로구, 찐만두, 회냉면, 회냉면","고구마 전분으로 만든 쫄깃한 면발의 함흥냉면집으로 특히 회냉면 맛이 좋은 곳이다. 생강과 마늘 맛이 강한 비빔양념 속에 버무려진 맵고, 달고, 신맛이 오묘하게 조화롭고 맛이 좋다고 한다.",서울특별시 종로구 창경궁로 109,37.5722855,126.9970635
톰볼라,서래마을 조용한 골목 한편에 위치한 전통 이탈리안 가정식 레스토랑,817,02-593-4660,"가성비_갑, 랍스타_스파게티, 마르게리따_피자, 맛집, 볼로네제_라자냐, 분위기_좋은, 서초구, 스테이크, 스테이크, 음식, 이국적인, 피자","서초구 반포동에 위치한 톰볼라는 이탈리아 작은 레스토랑의 정감을 담은 분위기와 음식으로 화려하지는 않지만, 차분하면서도 생기있는 분위기를 연출하여 어디선가 본 듯한 친숙함과 이국적인 느낌을 만들어 준다. 저렴한 가격에 편안한 분위기로 훌륭한 이탈리아 가정식의 맛을 볼 수 있는 곳이다. 손님들이 많이 찾는 음식은 치즈가 듬뿍 들어간 그라탕이다. 워낙 음식이 맛있기로 정평이 나 있어 파스타, 피자 등 다른 어떤 음식을 주문해도 그 맛에 만족스러울 것이다. 음식은 입소문에서 나오듯이 인기가 많아 미리 예약을 해 두는 것이 좋다.",서울특별시 서초구 서래로7길 16,37.4988601,126.9974725
10꼬르소꼬모 청담점,편집숍과 함께하는 카페,817,02-547-3010,"10꼬르소꼬모, 10꼬르소꼬모청담점, 강남브런치카페, 쇼핑, 음식, 청담동카페, 청담동편집숍, 청담브런치카페","서울 강남구 압구정에 위치한 10꼬르소꼬모 청담점은 카페와 의류 및 생필품을 판매하는 편집숍을 겸하고 있는 곳이다.
건물 지하 1층에 있는 카페는 브런치 및 디저트 메뉴도 인기 있지만 멋진 인테리어로도 유명하다.
1층은 잡지, 캔들, 디퓨저, 주방용품 등 인테리어 소품을 판매하고 있으며 2층은 의류, 3층은 잡화를 판매하고 있어 분위기 좋은 곳에서 식사와 더불어 쇼핑도 할 수 있는 공간으로 인기 있다. 압구정로데오역 3번 출구에서 약 120M 거리에 있다.",서울특별시 강남구 압구정로 416,37.5269156,127.0424194
원조할머니두부집,,816,02-379-6276,"두부김치, 두부부침, 두부조림, 두부찌개, 맛집, 생두부, 서울시, 순두부백반, 순두부백반담백한_맛, 외국인도_선호하는, 음식, 재래보쌈, 종로구","조상들의 방식 그대로 국산콩만을 사용하여 재래식으로 두부를 만들어 찌개 및 각종 두부요리를 하는 음식점으로, 새벽에 만들어져 나온 순두부의 담백하고 고소한맛은 할머니손두부집의 자랑 거리이다. 각종 성인병이 많은 요즘 다양한 종류의 콩 음식들은 환자의 문병 음식으로도 좋고 편식하는 아이들에게도 좋은 음식이다. 또한 한국의 토속적인 음식을 대접하고자 외국인들을 모시고 오는 분들도 많다.",서울특별시 종로구 진흥로 439,37.608228,126.9576235
백제삼계탕,충주 설화 이야기가 내려오는,816,02-776-3267,"맛집, 명동맛집, 백제삼계탕, 음식",서울특별시 명동에 있는 한식당이다. 대표메뉴는 삼계탕이다. 한국식 맑은 육수와 닭을 함께 끓여서 먹는 백숙을 판매하는 매장이다.,서울특별시 중구 명동8길 8-10,37.5633752,126.9840985
더 킹스,특급 호텔 최초 올라이브(All Live) 뷔페,816,02-2270-3121,"맛집, 음식","프리미엄 라이브 뷔페 더 킹스 (THE KING’S)는 특급 호텔 최초 올라이브(All Live) 뷔페로서, 냉장상태의 식자재나 살아있는 해산물을 이용해 즉석에서 제공하는 ‘아 라 미뉘트(a la minute)’식 요리로 품격 있는 요리를 선사한다. 전 세계 우수한 호텔들의 디자인을 담당한 세계적인 그룹 윌슨 어소시에이츠의 디자인 설계로 세련미와 모던미, 한국적인 아름다움을 함께 느낄 수 있으며, 14석에서 40석까지 4개의 별실이 마련되어 있어 각종 모임에 용이하다.

튜나, 크랩, 석화 등 신선한 식자재로 선보이는 라이브 씨푸드 스페셜 코너와 중국인 셰프의 오리지널 딤섬, 북경오리구이, 중국식 볶음 요리 등 라이브 중식 코너, 그 외 10여 가지 바비큐, 아시안 누들, 부띠크 디저트 등 10개 섹션 150여 가지 세계 각국 라이브 요리를 제공한다. 셀프서비스라는 뷔페의 대중적 콘셉트를 탈피하고, 고품격 테이블 서비스를 제공해 비즈니스 모임에도 적합하다.",서울특별시 중구 동호로 287,37.5601792,127.0023953
모던눌랑,현대적인 신여성을 콘셉트로 만들어진 로맨틱한 라운지,815,02-6282-5005,"고속터미널맛집, 데이트코스, 맛집, 모던눌랑_케이지, 몽실탕수육, 반포맛집, 분위기_좋은, 블랙빈_소스_마늘_메로찜, 상하이초면, 음식, 중식당","‘모던 눌랑’은 신여성이란 뜻으로 ‘현대’의 영문표기와 ‘여성’의 중문 표기 합성어이다. 1930년대 상하이 문화의 현대적인 신여성을 콘셉트로 만들어진 로맨틱하고 모던한 공간의 차이니스 레스토랑으로 세련된 감각과 지식 및 품위를 겸비한 여성들이 즐겨 찾는 플레이스를 콘셉트로 하고 있다.
그 시대를 연상케 하는 기차 플랫폼과 차이니스 여성 벽화, 앤티크 소품 등을 사용하여 1930년대 상하이에 온듯한 느낌을 받을 수 있다.",서울특별시 서초구 사평대로 205,37.5040171,127.0066016
무안뻘낙지,신선한 해산물로 20년째 대를 이어가는 무안뻘낙지,815,02-534-8021,"낙지, 낙지_아구찜, 낙지_아구탕, 낙지볶음, 맛집, 서초구, 소주한잔, 아구찜맛집, 연포탕, 음식, 정성가득","방배동 맛집 무안뻘낙지는 한자리에서만 20년 째 운영중인 낙지&아구찜 맛집이며 가게 주인만 가업을 잇는 게 아니라 단골 손님도 대를 이어가며 이집을 찾는다. 모든 요리는 주인이 직접 조리하여 연포탕, 낙지볶음, 낙지 아구찜 / 탕 등을 준비하는데 신선한 해산물을 사용하고 정성껏 요리하기 때문에 어떤 메뉴를 주문해도 맛있게 즐길 수 있다. 주메뉴인 낙지연포탕은 맑고 시원한 국물 맛을 좋아하는 이들에게 제격인데, 육수에 미나리, 무 등을 넣고 육수가 끓기 시작하면 낙지를 살짝 데쳐 내어 소스에 찍어 먹으면 그 맛이 일품이다.",서울특별시 서초구 동광로12가길 17,37.487169,126.9839852
부일갈비,고급스러운 소갈비의 풍미를 느낄수 있는 소고이전문점,814,02-3482-3112,"가족식사_추천, 갈비탕, 갈빗살, 담백한_맛, 맛집, 부일갈비, 생갈비, 생등심, 서울맛집, 소금구이, 수도권, 양념갈비, 음식, 한식","부일갈비는 부산 남포동에서 창업하여 장고한 역사와 전통으로 그 명맥을 이어가고 있으며 서울 무교동, 영등포, 신촌에서 지금의 자리까지 40년 역사와 전통이 있는 곳이다. 부일갈비는 고기 본래의 맛을 최대한 살리는 데 전혀 손색이 없으며 신선한 재료와 고품질의 정갈하고 담백한 맛이 미식가들의 구미를 당기고 있다. 부일갈비는 순수 토종 한우 암소(2,3년생)만을 엄선해서 제공하고 있으며, 넓고 깨끗한 내부 공간으로 직장 회식, 가족, 친지, 친구 모임 등 각종 크고 작은 모임을 갖기에 안성맞춤이다.",서울특별시 서초구 서초중앙로2길 42,37.4839295,127.0196976
하나샤부정,,813,02-538-7114,"냄비우동, 맛집, 샤부샤부, 외국인도_선호하는, 음식",삼성동 골목에 20여 년간 샤부샤부 한 가지로 고집스레 맛을 지켜온 식당이다. 1인 손님을 위해 바 형태의 식탁이 준비되어 있으며 샤부샤부의 구성도 알차다. 특히 외국인 손님들에게 인기가 많다.,서울특별시 강남구 테헤란로81길 62,37.5105771,127.0558358
하림각,,813,02-396-2442,"기스면, 맛집, 삼선자장면, 삼선짬뽕, 세트요리, 유산슬밥, 음식, 팔보채","AW컨벤션센터에 위치한 중식당 하림각은 중국 정통 요리를 자랑한다. 가게 내부는 격조있는 인테리어로 구성되어 있고, 결혼식 및 가족행사 등 각종 연회를 이용하기에도 적합하다.",서울특별시 종로구 자하문로 255,37.5972169,126.9620911
곰국시집,고소한 양지수육과 부드러운 전골국수,812,02-756-3249,"곰국시, 곰국시, 맛집, 서울중구, 수육, 음식, 전골국수","직접 뽑은 국시의 쫄깃함과 양지머리 육수의 깊은 맛이 일품인 곰국시, 한우 양지머리를 푹 삶아 미각을 당기는 수육이 별미다. 감칠맛 나는 입소문이 국내는 물론 일본까지 꼬리를 물고 연일 문전성시를 이룬다. 함께 곁들여지는 맛깔스런 밑반찬을 먹는 즐거움도 빼놓을 수 없다.",서울특별시 중구 무교로 24,37.5681016,126.97948
용금옥,정성 가득한 서울식 추어탕,812,02-777-1689,"더덕구이, 맛집, 모듬전, 미꾸라지부침, 북어구이, 수도권, 용금옥, 음식, 추어탕, 추탕","양지머리나 곱창 등을 밤새 고아 낸 진국에 두부, 유부, 파, 양파, 느타리버섯, 목이버섯, 각종 양념을 넣어 다시 끓인 후 미리 삶아 두었던 미꾸라지를 통째로 넣어 끓인다. 얼큰하고 구수한 맛에 통째로 씹는 묘미가 있다. (손님을 위하여 갈아서도 판매를 함) 경상도, 전라도식 추어탕과 전혀 다른 서울식 추어탕을 맛볼 수 있다.",서울특별시 중구 다동길 24-2,37.567655,126.9805385
미우미우참숯구이,품질 좋은 한우를 맛볼 수 있는 곳,812,010-9427-2581,"맛집, 생갈비, 송파구, 와규, 와규꽃살, 와규부채살, 와규생갈비, 와규안창살, 왕갈비탕, 음식, 제육쌈밥","서울시 송파구에 위치한 참숯 구이 전문점이다.
최상급 한우 중에서도 근내지방도 8~9 정도의 고기만을 선별하여 제공한다.
깔끔하고 쾌적한 개별 룸과 바 테이블을 완비하고 있어 단체 및 소모임 장소로 안성맞춤이다. 파킹 서비스도 제공하고 있어 접근성 또한 좋은 편이다.",서울특별시 송파구 양재대로71길 2-27,37.5113924,127.1269161
삼성 빨간양념 숯불구이,북창동 빨간 주물럭 맛집,811,02-752-6449,"동그랑땡, 맛집, 서울맛집추천, 서울중구맛집, 음식","1972년부터 숯불구이로 명성을 얻고 있는 집이다. 빨간 양념이란 고춧가루, 마늘, 생강 등으로 만든 이 집만의 매콤한 양념을 말한다. 돼지고기에 빨간 양념을 버무려 숯불에 구워 먹는 것이 이 집의 방식이다. 그래서 고기 색깔이 아주 붉다. 고기 원래의 맛에 매콤함이 더해져 독특하다. 매운 것을 좋아하는 한국인들 입맛에 그만이지만 외국인에게는 조금 맵게 느껴질 수도 있다. 고기는 주물럭과 동그랑땡 두 종류가 있다. 주물럭은 생고기에 양념한 것이고 동그랑땡은 냉동고기를 한 입 크기로 잘라 양념한 것이다. 보통 주물럭은 어른들이, 동그랑땡은 젊은이들이 선호한다.",서울특별시 중구 남대문로1길 39,37.5627955,126.9772279
이강순실비집,오랜 전통의 매운 낙지볶음 전문점,811,02-737-7880,"낙지볶음, 낙지철판, 낙지파전, 맛집, 음식, 조개탕","1968년에 문을 연 오랜 전통의 낙지볶음 집이다. 몇몇 식탁은 옛 것 그대로 남아 있어 추억을 떠올릴 수 있다.
신선한 재료로 조리한 낙지볶음이 대표 메뉴이다. 다양한 매체에도 소개되었으며 회식, 가족 모임 하기에도 손색이 없다.
낙지볶음 외에도 산낙지, 연포탕, 낙지 불고기, 파전 등 낙지로 요리한 다양한 요리를 맛볼 수 있다.",서울특별시 종로구 청계천로 77-1,37.5685803,126.9861475
전주회관,오랜 전통을 이어온 한국 민속음식점,809,02-778-6689,"담백한_맛, 맛집, 불낙전골, 양념갈비, 외국인도_선호하는, 음식, 전주곱돌비빔밥, 정성가득, 콩나물국밥","북창동 전주회관은 50여 년의 전통을 이어온 한국 민속음식점으로 한국의 대표 음식인 비빔밥, 파전, 갈비탕, 불고기 등을 최상의 재료를 사용하여 정성을 다한 영양가 풍부한 음식으로 내국인은 물론 외국인들에게도 호평을 받고 있으며 한국의 전통음식을 외국에 널리 알리고자 항상 최선을 다하고 있다.
특히 이 식당의 대표 메뉴인 전주 곱돌 비빔밥은 전라북도 장수에서 나오는 옥돌로 만든 돌솥에 콩나물, 고사리, 도라지, 시금치 등 싱싱한 나물과 호두, 땅콩가루, 은행 등 30여 가지의 재료가 어우러진 웰빙 건강음식으로 담백하고 깔끔한 맛이 특징이며, 음식을 다 먹을 때까지 따뜻한 온기가 유지된다.",서울특별시 중구 세종대로14길 32-1,37.562644,126.9785498
횡성한우,질좋은 한우 앙념갈비가 맛있는 집,809,02-415-8080,"방이동소고기, 방이동횡성한우, 석촌호수맛집, 송파횡성한우, 음식, 잠실고기맛집","횡성한우 식당은 지하철 9호선 송파나루역 2번 출구 송파구청 방이삼거리 인근에 있다. 이곳은 횡성황우 정육식당이었다가 건물을 리모델링하면서 2층은 풍천장어집, 1층은 횡성한우&명인갈비로 간판이 바뀌었다. 주차장은 건물 뒤편에 있고 대리 주차도 해 준다. 대표 메뉴는 소 양념갈비, 소 생갈비이며 기본 반찬으로 전, 잡채, 무침, 물김치, 명이나물, 샐러드, 양념게장이 나오고 직원이 직접 숯불에 고기를 구워 준다. 식사 메뉴는 갈비탕, 육회비빔밥, 냉면이 있고 점심 특선 메뉴로 소갈비 정식, 보리굴비 정식, 간장게장 정식도 있다. 정식 메뉴에는 돌솥 밥과 된장찌개가 제공된다. 인근에 석촌호수, 대형 테마파크 놀이공원, 석촌카페거리가 있어 연계 관광을 할 수 있다.",서울특별시 송파구 오금로 113 석촌씨티빌딩,37.5122425,127.1083599
하모,진주 음식 만드는 부엌,807,02-515-4266,"가오리찜, 담백한_맛, 맛집, 육전, 음식, 정성가득, 진주비빔밥, 진주음식, 한정식, 헛제사밥","하모는 서울특별시 강남구에 위치한 한식 전문점으로 진주 지역의 전통음식을 재해석하여 과하지 않은 양념으로 담백하게 맛을 내는 음식을 제공한다. 경상도 사투리로 ‘하모’는 ‘아무렴! (말할 나위 없이 그렇다는 의미로 상대편의 말에 강한 긍정을 보일 때 하는 말)’이라는 뜻으로, 찾아 주신 모든 분들께 좋은 기억으로 남고 싶은 마음을 담은 의미이다. 산지 직송한 재료를 사용하여 요리하며 별채와 같이 아늑한 공간에서 여유로운 식사를 할 수 있는 곳이다.",서울특별시 강남구 언주로 819,37.5233531,127.0327947
구정칼국수,다양한 식사류를 맛볼 수 있는 만두·칼국수 전문 음식점,807,02-545-2489,"구정만두, 떡국, 만둣국, 맛집, 바지락_수제비, 바지락_칼국수, 음식","구정 칼국수는 서울시 강남구 압구정역 인근에 위치하고 있는 한식 전문점이다.
바지락 칼국수, 바지락 수제비, 만둣국 외에도 삼계탕, 열무비빔밥, 청국장, 김치찌개, 닭볶음탕과 같은 다양한 식사 메뉴가 준비되어 있다. 내부 좌석이 넉넉하여 편리한 이용이 가능하다.",서울특별시 강남구 논현로161길 13,37.523335,127.0270202
수와래,고즈넉한 분위기와 특색 있는 요리가 있는 레스토랑,802,02-739-2122,"2인_스테이크_SET_B, 깔조네_피자, 데이트_맛집, 런치, 마르게리따_피자, 맛집, 분위기_좋은, 서울맛집추천, 스테이크, 스파게티, 음식, 종로맛집, 파스타, 페스카로테","분위기 있는 삼청동 길은 드라이브를 하거나 걸어서 데이트를 즐기기에 안성맞춤인 곳이다. 고즈넉한 분위기와 특색 있는 건물들과 나무 사이를 걷다 보면 절로 마음이 가라앉는 서울에서 보기 드문 장소임에 틀림없다. 이 길을 걷다 보면 나오는 수와래는 거리의 분위기와 많이 닮아 있는 공간이다. 건물 외부에 그려져 있는 나무와 재미있는 인형이 반겨주는 이곳은 외관만큼이나 내부의 인테리어도 특색 있다. 정물화에서 튀어나온 듯한 이곳의 내부 인테리어는 풍요로워 보이고, 조명도 은은한 노란빛으로 따스함을 준다. 메뉴는 수프, 전채요리, 샐러드, 소스별로 나뉘는 스파게티, 그라탱 등 종류도 다양하다. 분위기가 좋아서 커플들이 많이 찾는 곳으로 유명하며, 여성들끼리 모임을 갖기에도 적당하다.",서울특별시 종로구 삼청로 82,37.5826734,126.9820035
그란구스또,,802,0507-1322-3960,"강남구맛집, 레스토랑, 리조또, 맛집, 스테이크, 음식, 코스요리, 파스타","적당한 가격에 맛까지 훌륭한 이탈리안레스토랑 그란구스또가 대치사거리 엘포트빌딩 1층에 있다. 사실 이탈리아 음식의 기본은 파스타다. 얼마나 이 기본을 잘 하느냐에 따라 그곳의 평가가 달라진다. 그란구스또는 그 점에서 충분히 인정해줄만하다. 전체적으로 파스타의 수준이 높고 안정되어 있다. 언제 어느 때 찾아도 그 맛에 흔들림이 없다. 가장 신선한 재료와 천연재료들로 마음을 담아 정성껏 요리하고 있으며 각종 파스타 요리와 웰빙 요리까지 다양한 메뉴와 가격, 최상의 서비스로 우아하고 격조있는 분위기로 고객을 모시고 있다.
그란구스또는 적당히 휘도를 맞춘 전등이 아늑하다. 모던하고 깔끔하게 인테리어가 된 실내와 잘 어울린다. 사랑하는 사람들과 함께 즐거운 식사를 하며 이야기를 나누기에 더 없이 좋다.",서울특별시 강남구 삼성로 340,37.5019708,127.0595756
상인정신,셰프가 엄선한 신선하고 정성스러운 해물요리가 일품인 식당,801,02-733-0815,"갈릭소스_가리비구이, 갓_잡은_통_우럭구이, 남녀노소, 맛집, 음식, 정성가득, 종로구, 쫀득_가리비회, 친구와함께, 해물요리, 해물전문점","광화문에 위치한 제철 해물 전문점이다. 일본 조리학교 출신의 셰프가 엄선한 신선하고 정성스러운 해물요리가 별미다. 가장 인기 메뉴는 입에서 녹는 소고기육전, 바삭한 가지튀김볶음, 김치전이며 그 외 바지락술국, 우삼겹 숙주볶음, 골뱅이무침, 명란마요구이 등 정성 가득한 다양한 메뉴를 판매하고 있다.",서울특별시 종로구 새문안로5길 11-1,37.5712798,126.9747038
안동국시소람,안동 국수 전문점,801,02-720-4490,"국밥, 국시, 맛집, 모둠전, 보쌈, 수육, 음식",안동국시소람은 20여 년의 안동 양반가 전통조리법으로 한국 고유의 맛을 고수하는 안동 국수 전문점이다. 대표 메뉴는 국시와 국밥이며 곁들이 음식으로 수육과 모둠전도 인기가 많다.,서울특별시 종로구 인사동9길 16,37.5736128,126.9841686
평래옥,시원한 초계탕 한 그릇,800,02-2267-5892,"냉면, 맛집, 서울시, 음식, 중구, 초계탕, 초계탕, 평양냉면","1950년부터 시작한 이북음식 전문점이다. 시원한 육수에 차갑게 식힌 닭고기와 메밀면 사리를 넣고 그 위에 얼갈이 배추, 양배추, 마른 대추, 무 등의 야채를 올린 초계탕과 녹두 지짐이가 인기 메뉴이다. 삶은 닭을 찢어 오이와 새콤하게 무친 닭무침은 기본찬으로도 제공되는데 이것 또한 별미라 많은 사람들이 방문하고 있다.",서울특별시 중구 마른내로 21-1,37.5649103,126.99039
아델라베일리,뷰 좋은 테라스 레스토랑,799,02-3217-0707,"부암동레스토랑, 부암동카페, 북악산레스토링, 북악산아델라베일리, 북악산카페, 북악스카이웨이레스토랑, 선셋맛집, 스몰웨딩, 아델라베일리, 음식, 전망좋은레스토랑, 하우스웨딩장소","서울 종로구 북악스카이웨이 올라가는 길에 위치한 전망 좋은 카페 겸 레스토랑이다. 내부 통유리 창으로 보이는 나무들이 숲속에 와있는 기분을 들게 하고, 루프탑에서는 서울 시내가 훤히 내려다 보여 낮과 밤 모두 전망이 좋다. 런치와 디너 코스가 대표 메뉴이며, 1층에는 베이커리가 별도로 운영되고 있다. 하우스 웨딩, 갤러리 전시, 기업 행사가 열리기도 하고, 넓은 정원과 루프탑에서는 야간 야외 결혼식이 열리기도 한다.",서울특별시 종로구 북악산로 48,37.5951033,126.970282
